ILMID	Multimap	SNPatCpGorExtensionBase	Liftover_fail
cg25373794	1	NA	NA
cg25373903	1	NA	NA
cg25374039	1	1	NA
cg25374173	1	NA	NA
cg25376032	NA	1	NA
cg25376393	1	NA	NA
cg25376451	1	NA	NA
cg25378917	1	NA	NA
cg25380207	1	NA	NA
cg25380465	NA	1	NA
cg25381085	1	NA	NA
cg25382025	1	NA	NA
cg25382486	1	NA	NA
cg25383242	1	NA	NA
cg25383503	NA	1	NA
cg25384043	NA	1	NA
cg25384595	1	NA	NA
cg25385150	NA	1	NA
cg25385819	NA	1	NA
cg25386688	1	NA	NA
cg25387410	1	NA	NA
cg25388952	NA	1	NA
cg25391162	1	NA	NA
cg25391444	1	NA	NA
cg25391948	NA	1	NA
cg25393284	NA	1	NA
cg25393388	1	NA	NA
cg25393495	1	NA	NA
cg25393574	1	NA	NA
cg25394203	NA	1	NA
cg25394452	1	NA	NA
cg25394461	1	NA	NA
cg25394572	1	NA	NA
cg25395581	1	1	NA
cg25395812	NA	1	NA
cg25396185	1	NA	NA
cg25396640	1	NA	NA
cg25398223	1	NA	NA
cg25398408	1	NA	NA
cg25399504	1	NA	NA
cg25400753	1	NA	NA
cg25401219	1	NA	NA
cg25401621	1	NA	NA
cg25402281	1	1	NA
cg25402362	1	NA	NA
cg25403084	1	NA	NA
cg25403416	NA	1	NA
cg25403635	NA	1	NA
cg25404033	1	NA	NA
cg25405719	1	NA	NA
cg25406923	1	NA	NA
cg25407053	1	NA	NA
cg25407227	1	NA	NA
cg25408325	1	NA	NA
cg25409149	NA	1	NA
cg25409185	1	1	NA
cg25409448	1	NA	NA
cg25409944	1	NA	NA
cg25410321	NA	1	NA
cg25410739	1	NA	NA
cg25410789	NA	1	NA
cg25413125	1	NA	NA
cg25413298	1	NA	NA
cg25415546	1	NA	NA
cg25415978	1	NA	NA
cg25416605	NA	1	NA
cg25417936	NA	1	NA
cg25418893	NA	1	NA
cg25419317	NA	1	NA
cg25420101	1	1	NA
cg25420132	1	NA	NA
cg25420254	NA	1	NA
cg25420298	1	NA	NA
cg25420507	1	NA	NA
cg25420945	1	NA	NA
cg25421209	1	NA	NA
cg25421423	1	NA	NA
cg25421569	NA	1	NA
cg25421663	1	NA	NA
cg25421716	NA	1	NA
cg25422346	NA	1	NA
cg25422880	NA	1	NA
cg25424194	1	NA	NA
cg25424250	1	NA	NA
cg25425005	1	NA	NA
cg25425642	1	NA	NA
cg25425994	NA	1	NA
cg25426892	1	NA	NA
cg25427524	1	NA	NA
cg25428146	1	NA	NA
cg25428156	1	NA	NA
cg25428263	1	NA	NA
cg25428740	NA	1	NA
cg25428810	1	NA	NA
cg25429150	NA	1	NA
cg25429719	1	NA	NA
cg25430941	1	NA	NA
cg25431479	1	NA	NA
cg25431513	NA	1	NA
cg25431819	1	NA	NA
cg25432807	1	NA	NA
cg25433157	1	NA	NA
cg25435594	1	NA	NA
cg25436126	NA	1	NA
cg25436127	1	NA	NA
cg25437180	1	NA	NA
cg25437259	1	NA	NA
cg25437359	NA	1	NA
cg25438746	NA	1	NA
cg25439845	1	NA	NA
cg25440353	NA	1	NA
cg25440671	1	NA	NA
cg25440893	NA	1	NA
cg25441176	1	NA	NA
cg25441219	1	NA	NA
cg25441737	1	NA	NA
cg25443512	1	NA	NA
cg25444208	1	NA	NA
cg25445671	NA	1	NA
cg25447019	1	NA	NA
cg25448687	NA	1	NA
cg25450113	1	1	NA
cg25450121	NA	1	NA
cg25450321	NA	1	NA
cg25450649	NA	1	NA
cg25451780	NA	1	NA
cg25452165	1	NA	NA
cg25452172	1	NA	NA
cg25453681	NA	1	NA
cg25455334	NA	1	NA
cg25455909	1	NA	NA
cg25456204	1	NA	NA
cg25456633	1	NA	NA
cg25457027	NA	1	NA
cg25458713	1	NA	NA
cg25460031	NA	1	NA
cg25460166	1	NA	NA
cg25460563	1	NA	NA
cg25461240	1	NA	NA
cg25462662	1	NA	NA
cg25463478	NA	1	NA
cg25464235	NA	1	NA
cg25465065	NA	1	NA
cg25465548	1	NA	NA
cg25467233	NA	1	NA
cg25467549	1	NA	NA
cg25467746	1	NA	NA
cg25468005	1	NA	NA
cg25468220	1	NA	NA
cg25469474	1	NA	NA
cg25469714	1	NA	NA
cg25470197	NA	1	NA
cg25470384	1	NA	NA
cg25470479	1	NA	NA
cg25470939	NA	1	NA
cg25472174	1	NA	NA
cg25473203	1	NA	NA
cg25473665	1	NA	NA
cg25474399	NA	1	NA
cg25474507	NA	1	NA
cg25476130	1	NA	NA
cg25477163	NA	1	NA
cg25477904	1	NA	NA
cg25479093	1	NA	NA
cg25479254	NA	1	NA
cg25479565	1	NA	NA
cg25479617	NA	1	NA
cg25480799	1	NA	NA
cg25481636	NA	1	NA
cg25481888	1	NA	NA
cg25482091	NA	1	NA
cg25482228	1	NA	NA
cg25485091	1	NA	NA
cg25485734	1	NA	NA
cg25485994	1	NA	NA
cg25488749	1	NA	NA
cg25489024	1	NA	NA
cg25489030	1	NA	NA
cg25489035	NA	1	NA
cg25492458	1	NA	NA
cg25494395	1	NA	NA
cg25494408	1	NA	NA
cg25495217	1	NA	NA
cg25495606	NA	1	NA
cg25497175	NA	1	NA
cg25497572	NA	1	NA
cg25499181	1	NA	NA
cg25500642	1	NA	NA
cg25501224	1	NA	NA
cg25502399	1	NA	NA
cg25503999	NA	1	NA
cg25504143	1	NA	NA
cg25504229	1	NA	NA
cg25504966	1	NA	NA
cg25505785	1	NA	NA
cg25506501	NA	1	NA
cg25507406	1	NA	NA
cg25507719	NA	1	NA
cg25508830	NA	1	NA
cg25509643	1	NA	NA
cg25510115	1	NA	NA
cg25511730	NA	1	NA
cg25512179	1	NA	NA
cg25512738	1	NA	NA
cg25512848	1	NA	NA
cg25513108	1	NA	NA
cg25513665	1	NA	NA
cg25513800	NA	1	NA
cg25514439	1	NA	NA
cg25514554	1	NA	NA
cg25515140	1	NA	NA
cg25515758	1	NA	NA
cg25515776	1	NA	NA
cg25517755	1	NA	NA
cg25519281	1	NA	NA
cg25519642	1	NA	NA
cg25520068	1	NA	NA
cg25520495	1	NA	NA
cg25521439	NA	1	NA
cg25521682	1	NA	NA
cg25522795	1	NA	NA
cg25523522	NA	1	NA
cg25525778	1	NA	NA
cg25527123	NA	1	NA
cg25528786	NA	1	NA
cg25531220	1	NA	NA
cg25532503	1	NA	NA
cg25533133	NA	1	NA
cg25533220	NA	1	NA
cg25533247	NA	1	NA
cg25533519	NA	1	NA
cg25535044	1	NA	NA
cg25535652	1	NA	NA
cg25536002	NA	1	NA
cg25536467	1	NA	NA
cg25537293	1	NA	NA
cg25538235	NA	1	NA
cg25538674	1	NA	NA
cg25539255	NA	1	NA
cg25540004	1	NA	NA
cg25541259	NA	1	NA
cg25541738	1	NA	NA
cg25542007	1	1	NA
cg25542053	1	NA	NA
cg25542244	1	NA	NA
cg25542337	1	NA	NA
cg25542438	NA	1	NA
cg25542559	1	NA	NA
cg25543190	1	NA	NA
cg25543264	NA	1	NA
cg25544075	NA	1	NA
cg25545479	1	NA	NA
cg25545739	NA	1	NA
cg25545917	1	NA	NA
cg25546118	1	NA	NA
cg25546901	1	NA	NA
cg25547520	NA	1	NA
cg25547937	1	NA	NA
cg25548582	1	NA	NA
cg25550279	1	NA	NA
cg25550823	NA	1	NA
cg25553015	1	NA	NA
cg25553128	1	1	NA
cg25553279	NA	1	NA
cg25555087	1	NA	NA
cg25556453	NA	1	NA
cg25557260	1	NA	NA
cg25558440	1	NA	NA
cg25559322	1	NA	NA
cg25560268	1	NA	NA
cg25560398	1	NA	NA
cg25561291	NA	1	NA
cg25561821	1	NA	NA
cg25562619	1	NA	NA
cg25563032	NA	1	NA
cg25563480	NA	1	NA
cg25563983	1	NA	NA
cg25565504	NA	1	NA
cg25566909	1	NA	NA
cg25567448	NA	1	NA
cg25568500	1	NA	NA
cg25568745	1	NA	NA
cg25569462	NA	1	NA
cg25569624	1	NA	NA
cg25570486	1	NA	NA
cg25572189	1	NA	NA
cg25574849	1	NA	NA
cg25575831	1	NA	NA
cg25575889	1	NA	NA
cg25576961	NA	1	NA
cg25577272	1	NA	NA
cg25577670	1	NA	NA
cg25578798	NA	1	NA
cg25579854	1	NA	NA
cg25580268	1	NA	NA
cg25580497	1	NA	NA
cg25581932	1	NA	NA
cg25582168	1	NA	NA
cg25582185	1	NA	NA
cg25582303	1	NA	NA
cg25582669	1	NA	NA
cg25583086	NA	1	NA
cg25583180	1	NA	NA
cg25583367	NA	1	NA
cg25584415	NA	1	NA
cg25585323	NA	1	NA
cg25586175	NA	1	NA
cg25587481	NA	1	NA
cg25588844	NA	1	NA
cg25589945	NA	1	NA
cg25590181	1	NA	NA
cg25590826	NA	1	NA
cg25593194	NA	1	NA
cg25593380	1	NA	NA
cg25593391	1	NA	NA
cg25593510	1	NA	NA
cg25593776	1	NA	NA
cg25595319	NA	1	NA
cg25598062	1	NA	NA
cg25598083	1	NA	NA
cg25598306	1	NA	NA
cg25598624	1	NA	NA
cg25599786	1	NA	NA
cg25600478	1	NA	NA
cg25600692	1	NA	NA
cg25600823	1	NA	NA
cg25601501	1	NA	NA
cg25601674	1	NA	NA
cg25601709	NA	1	NA
cg25601713	NA	1	NA
cg25602242	1	NA	NA
cg25602765	1	NA	NA
cg25602892	NA	1	NA
cg25602930	NA	1	NA
cg25604247	1	NA	NA
cg25605038	1	NA	NA
cg25605290	1	NA	NA
cg25605769	1	NA	NA
cg25607032	1	NA	NA
cg25607225	NA	1	NA
cg25608061	NA	1	NA
cg25608871	NA	1	NA
cg25609220	NA	1	NA
cg25610245	1	NA	NA
cg25611570	1	NA	NA
cg25612297	NA	1	NA
cg25612752	1	NA	NA
cg25613368	NA	1	NA
cg25613667	NA	1	NA
cg25614253	NA	1	NA
cg25614935	1	NA	NA
cg25615890	1	NA	NA
cg25616771	1	NA	NA
cg25617028	1	NA	NA
cg25617236	1	NA	NA
cg25617519	NA	1	NA
cg25618597	1	NA	NA
cg25618765	1	NA	NA
cg25619153	1	NA	NA
cg25619287	NA	1	NA
cg25619707	1	NA	NA
cg25623099	NA	1	NA
cg25623473	NA	1	NA
cg25623886	1	NA	NA
cg25624023	1	NA	NA
cg25625600	1	NA	NA
cg25625616	1	NA	NA
cg25626264	1	NA	NA
cg25627675	NA	1	NA
cg25628057	1	NA	NA
cg25628429	1	NA	NA
cg25628433	NA	1	NA
cg25628542	NA	1	NA
cg25628762	1	NA	NA
cg25630506	1	NA	NA
cg25631033	1	1	NA
cg25631249	NA	1	NA
cg25631436	1	NA	NA
cg25633045	1	NA	NA
cg25633284	1	NA	NA
cg25634175	NA	1	NA
cg25637520	1	NA	NA
cg25638186	1	NA	NA
cg25638229	1	NA	NA
cg25638796	1	NA	NA
cg25638870	NA	1	NA
cg25640288	1	NA	NA
cg25640389	1	NA	NA
cg25641025	1	NA	NA
cg25641451	1	NA	NA
cg25641515	NA	1	NA
cg25642880	1	NA	NA
cg25644257	1	NA	NA
cg25644317	1	NA	NA
cg25644478	NA	1	NA
cg25646095	1	NA	NA
cg25646649	1	NA	NA
cg25649283	1	NA	NA
cg25649515	NA	1	NA
cg25650185	1	NA	NA
cg25650661	1	NA	NA
cg25650811	1	NA	NA
cg25651476	1	NA	NA
cg25651505	NA	1	NA
cg25651627	NA	1	NA
cg25652293	1	NA	NA
cg25652534	1	NA	NA
cg25652551	1	NA	NA
cg25652873	1	NA	NA
cg25653296	1	NA	NA
cg25653336	NA	1	NA
cg25653368	1	NA	NA
cg25653839	NA	1	NA
cg25653886	1	NA	NA
cg25653974	NA	1	NA
cg25653995	1	NA	NA
cg25654326	NA	1	NA
cg25654577	NA	1	NA
cg25654677	NA	1	NA
cg25655482	NA	1	NA
cg25655859	NA	1	NA
cg25656098	NA	1	NA
cg25657261	1	NA	NA
cg25657834	NA	1	NA
cg25658612	NA	1	NA
cg25658641	1	NA	NA
cg25663603	NA	1	NA
cg25663823	NA	1	NA
cg25663970	1	NA	NA
cg25666660	1	NA	NA
cg25667078	1	NA	NA
cg25668320	1	NA	NA
cg25670229	1	NA	NA
cg25673075	NA	1	NA
cg25673642	NA	1	NA
cg25673945	1	NA	NA
cg25674027	NA	1	NA
cg25674863	1	NA	NA
cg25676890	1	NA	NA
cg25677027	NA	1	NA
cg25677261	NA	1	NA
cg25682903	1	NA	NA
cg25684392	NA	1	NA
cg25685455	1	NA	NA
cg25685524	1	NA	NA
cg25686172	NA	1	NA
cg25686793	NA	1	NA
cg25686891	1	NA	NA
cg25687923	1	NA	NA
cg25689647	1	NA	NA
cg25691442	NA	1	NA
cg25691959	1	NA	NA
cg25692323	1	NA	NA
cg25692507	1	NA	NA
cg25692928	NA	1	NA
cg25694807	NA	1	NA
cg25695378	1	NA	NA
cg25695992	NA	1	NA
cg25697998	1	NA	NA
cg25698726	1	NA	NA
cg25699218	1	NA	NA
cg25699759	NA	1	NA
cg25700851	1	NA	NA
cg25701047	1	NA	NA
cg25701114	1	NA	NA
cg25701164	NA	1	NA
cg25701710	1	NA	NA
cg25702490	NA	1	NA
cg25703554	1	NA	NA
cg25703864	1	NA	NA
cg25704368	1	NA	NA
cg25704638	1	NA	NA
cg25705255	1	NA	NA
cg25705492	1	NA	NA
cg25705866	1	NA	NA
cg25706358	1	NA	NA
cg25706898	NA	1	NA
cg25707767	1	NA	NA
cg25708189	1	NA	NA
cg25708755	1	NA	NA
cg25708777	1	NA	NA
cg25709790	NA	1	NA
cg25710796	NA	1	NA
cg25713370	NA	1	NA
cg25713411	NA	1	NA
cg25714060	1	NA	NA
cg25714252	NA	1	NA
cg25714381	1	NA	NA
cg25716102	NA	1	NA
cg25717032	NA	1	NA
cg25717464	NA	1	NA
cg25717823	1	NA	NA
cg25720114	1	NA	NA
cg25721366	NA	1	NA
cg25723959	1	NA	NA
cg25724323	1	NA	NA
cg25727520	NA	1	NA
cg25727614	1	NA	NA
cg25728362	1	NA	NA
cg25728543	1	NA	NA
cg25729060	1	NA	NA
cg25730020	NA	1	NA
cg25730351	NA	1	NA
cg25730804	1	NA	NA
cg25731347	1	NA	NA
cg25732800	1	NA	NA
cg25733445	1	NA	NA
cg25734785	NA	1	NA
cg25734951	1	NA	NA
cg25736465	1	NA	NA
cg25737003	1	NA	NA
cg25738037	1	NA	NA
cg25738236	1	NA	NA
cg25740208	1	NA	NA
cg25740500	NA	1	NA
cg25741340	1	NA	NA
cg25742365	1	NA	NA
cg25744056	1	NA	NA
cg25744355	NA	1	NA
cg25744450	1	NA	NA
cg25744558	1	NA	NA
cg25745056	NA	1	NA
cg25745244	1	NA	NA
cg25745773	1	NA	NA
cg25746394	NA	1	NA
cg25747030	1	NA	NA
cg25747059	1	NA	NA
cg25748121	NA	1	NA
cg25748542	1	NA	NA
cg25750688	1	NA	NA
cg25751054	1	NA	NA
cg25751453	NA	1	NA
cg25752797	1	NA	NA
cg25753567	1	NA	NA
cg25754926	1	NA	NA
cg25756033	1	NA	NA
cg25757689	1	NA	NA
cg25758413	1	NA	NA
cg25758537	1	NA	NA
cg25759533	NA	1	NA
cg25760776	1	NA	NA
cg25764131	1	NA	NA
cg25764839	1	NA	NA
cg25765192	1	NA	NA
cg25765264	NA	1	NA
cg25765720	1	NA	NA
cg25767896	1	NA	NA
cg25771854	NA	1	NA
cg25772474	1	NA	NA
cg25775109	NA	1	NA
cg25776555	1	NA	NA
cg25777640	NA	1	NA
cg25777714	NA	1	NA
cg25777856	1	NA	NA
cg25778076	1	NA	NA
cg25779302	1	NA	NA
cg25779349	NA	1	NA
cg25780551	1	NA	NA
cg25780806	1	NA	NA
cg25781258	1	NA	NA
cg25783153	1	NA	NA
cg25783315	1	NA	NA
cg25784280	NA	1	NA
cg25784319	1	NA	NA
cg25785155	1	NA	NA
cg25786265	1	NA	NA
cg25787956	NA	1	NA
cg25788250	1	NA	NA
cg25789916	NA	1	NA
cg25791875	1	NA	NA
cg25792453	1	NA	NA
cg25792712	1	NA	NA
cg25793628	1	NA	NA
cg25794694	1	NA	NA
cg25795625	NA	1	NA
cg25796986	NA	1	NA
cg25798782	NA	1	NA
cg25801034	1	NA	NA
cg25801502	1	NA	NA
cg25804251	NA	1	NA
cg25804357	NA	1	NA
cg25804359	NA	1	NA
cg25805393	NA	1	NA
cg25805946	1	NA	NA
cg25806685	1	NA	NA
cg25806743	NA	1	NA
cg25806808	1	NA	NA
cg25806932	NA	1	NA
cg25807044	NA	1	NA
cg25807061	1	NA	NA
cg25811083	NA	1	NA
cg25813714	1	NA	NA
cg25814432	1	NA	NA
cg25814715	1	NA	NA
cg25814969	NA	1	NA
cg25815065	1	NA	NA
cg25815683	1	NA	NA
cg25816031	1	NA	NA
cg25816268	1	NA	NA
cg25816317	1	NA	NA
cg25816806	1	NA	NA
cg25817503	1	1	NA
cg25817884	NA	1	NA
cg25817973	1	NA	NA
cg25818402	1	NA	NA
cg25818583	NA	1	NA
cg25818623	NA	1	NA
cg25818642	1	NA	NA
cg25818915	1	NA	NA
cg25819027	1	NA	NA
cg25819406	1	NA	NA
cg25819424	1	NA	NA
cg25820033	1	NA	NA
cg25820791	1	NA	NA
cg25820971	1	NA	NA
cg25821135	NA	1	NA
cg25821974	1	NA	NA
cg25822369	NA	1	NA
cg25822552	1	NA	NA
cg25824209	1	NA	NA
cg25824592	1	NA	NA
cg25825204	NA	1	NA
cg25825726	NA	1	NA
cg25825740	1	NA	NA
cg25825810	1	NA	NA
cg25826698	NA	1	NA
cg25827053	1	NA	NA
cg25828346	NA	1	NA
cg25828381	1	NA	NA
cg25829488	NA	1	NA
cg25834613	1	NA	NA
cg25837207	1	NA	NA
cg25839076	NA	1	NA
cg25839342	1	NA	NA
cg25839807	NA	1	NA
cg25840536	NA	1	NA
cg25840850	1	NA	NA
cg25841265	1	NA	NA
cg25841888	NA	1	NA
cg25841923	1	NA	NA
cg25843111	1	NA	NA
cg25843439	1	NA	NA
cg25844366	1	NA	NA
cg25846302	1	NA	NA
cg25846336	NA	1	NA
cg25848582	NA	1	NA
cg25848875	NA	1	NA
cg25849038	1	NA	NA
cg25849281	1	NA	NA
cg25849876	1	NA	NA
cg25851176	1	NA	NA
cg25851222	NA	1	NA
cg25851488	1	NA	NA
cg25851671	1	NA	NA
cg25852722	1	NA	NA
cg25853612	1	NA	NA
cg25853727	NA	1	NA
cg25854178	1	NA	NA
cg25854649	1	NA	NA
cg25860143	1	NA	NA
cg25861169	NA	1	NA
cg25861453	1	NA	NA
cg25863382	1	NA	NA
cg25863503	1	NA	NA
cg25866738	1	NA	NA
cg25866889	1	NA	NA
cg25867820	1	NA	NA
cg25867973	1	NA	NA
cg25870010	1	NA	NA
cg25870680	1	NA	NA
cg25871696	1	NA	NA
cg25871816	1	NA	NA
cg25871824	1	NA	NA
cg25872885	1	NA	NA
cg25873532	1	NA	NA
cg25873875	1	NA	NA
cg25874123	NA	1	NA
cg25874953	NA	1	NA
cg25877009	1	NA	NA
cg25878452	1	NA	NA
cg25879395	NA	1	NA
cg25879705	NA	1	NA
cg25880042	NA	1	NA
cg25880358	1	NA	NA
cg25880834	NA	1	NA
cg25883149	NA	1	NA
cg25883868	1	NA	NA
cg25884094	1	NA	NA
cg25884566	1	NA	NA
cg25885449	1	NA	NA
cg25886683	1	NA	NA
cg25887844	NA	1	NA
cg25888914	1	NA	NA
cg25889504	1	NA	NA
cg25890391	1	NA	NA
cg25890679	NA	1	NA
cg25890876	1	NA	NA
cg25891212	1	NA	NA
cg25892639	1	NA	NA
cg25892657	1	NA	NA
cg25894123	1	NA	NA
cg25894440	1	NA	NA
cg25896603	1	1	NA
cg25897891	NA	1	NA
cg25898192	NA	1	NA
cg25899024	NA	1	NA
cg25899306	1	NA	NA
cg25899954	NA	1	NA
cg25902666	NA	1	NA
cg25902810	1	NA	NA
cg25902833	NA	1	NA
cg25903779	NA	1	NA
cg25904166	1	NA	NA
cg25904344	NA	1	NA
cg25905369	1	NA	NA
cg25905578	1	NA	NA
cg25906976	NA	1	NA
cg25907043	NA	1	NA
cg25907132	1	NA	NA
cg25907645	1	NA	NA
cg25909532	NA	1	NA
cg25910494	NA	1	NA
cg25910622	1	NA	NA
cg25910647	1	NA	NA
cg25915512	NA	1	NA
cg25915758	1	NA	NA
cg25916135	NA	1	NA
cg25917621	NA	1	NA
cg25917747	1	NA	NA
cg25918245	NA	1	NA
cg25918510	1	NA	NA
cg25919023	1	NA	NA
cg25919098	1	NA	NA
cg25919922	NA	1	NA
cg25919948	1	NA	NA
cg25920645	NA	1	NA
cg25920743	1	NA	NA
cg25921654	1	NA	NA
cg25921736	1	NA	NA
cg25921868	1	NA	NA
cg25922610	1	NA	NA
cg25923162	NA	1	NA
cg25924032	1	NA	NA
cg25924139	NA	1	NA
cg25924196	1	NA	NA
cg25926189	NA	1	NA
cg25926572	NA	1	NA
cg25927822	1	NA	NA
cg25928396	NA	1	NA
cg25928477	NA	1	NA
cg25928501	NA	1	NA
cg25928742	NA	1	NA
cg25929399	NA	1	NA
cg25929552	NA	1	NA
cg25929589	NA	1	NA
cg25930068	1	NA	NA
cg25930161	1	NA	NA
cg25930639	1	NA	NA
cg25930738	1	NA	NA
cg25930786	NA	1	NA
cg25931138	1	NA	NA
cg25932299	1	NA	NA
cg25932949	1	NA	NA
cg25933015	1	NA	NA
cg25933333	1	NA	NA
cg25933400	1	NA	NA
cg25934629	1	NA	NA
cg25934673	NA	1	NA
cg25935047	1	NA	NA
cg25935281	1	NA	NA
cg25935897	1	NA	NA
cg25936770	1	NA	NA
cg25937155	1	NA	NA
cg25937395	1	NA	NA
cg25937978	1	NA	NA
cg25938983	1	NA	NA
cg25939015	1	NA	NA
cg25939203	1	NA	NA
cg25939647	NA	1	NA
cg25939861	NA	1	NA
cg25940417	NA	1	NA
cg25940606	1	NA	NA
cg25940874	1	NA	NA
cg25941209	1	NA	NA
cg25941354	1	1	NA
cg25942318	1	NA	NA
cg25942526	NA	1	NA
cg25942789	NA	1	NA
cg25943406	1	NA	NA
cg25944168	NA	1	NA
cg25944965	1	NA	NA
cg25946059	NA	1	NA
cg25948332	NA	1	NA
cg25949447	NA	1	NA
cg25950564	1	NA	NA
cg25950769	NA	1	NA
cg25951073	1	NA	NA
cg25951177	NA	1	NA
cg25951256	1	NA	NA
cg25951717	NA	1	NA
cg25952094	1	NA	NA
cg25953146	1	NA	NA
cg25955341	1	NA	NA
cg25955816	1	NA	NA
cg25956062	1	NA	NA
cg25957058	NA	1	NA
cg25958261	1	NA	NA
cg25958450	NA	1	NA
cg25958911	1	NA	NA
cg25959821	NA	1	NA
cg25960272	NA	1	NA
cg25961773	1	NA	NA
cg25962639	1	NA	NA
cg25963309	1	NA	NA
cg25963628	1	NA	NA
cg25963939	NA	1	NA
cg25964040	1	NA	NA
cg25964517	1	NA	NA
cg25964908	1	NA	NA
cg25965576	1	NA	NA
cg25969728	NA	1	NA
cg25971038	1	NA	NA
cg25971649	NA	1	NA
cg25974476	1	NA	NA
cg25975071	NA	1	NA
cg25975248	NA	1	NA
cg25976453	1	NA	NA
cg25976845	1	NA	NA
cg25977769	NA	1	NA
cg25979829	1	NA	NA
cg25980168	NA	1	NA
cg25982920	1	NA	NA
cg25983575	NA	1	NA
cg25983677	NA	1	NA
cg25985347	1	NA	NA
cg25985455	NA	1	NA
cg25985480	1	NA	NA
cg25986200	1	NA	NA
cg25987020	1	NA	NA
cg25987082	1	NA	NA
cg25988106	NA	1	NA
cg25988570	1	NA	NA
cg25989623	1	NA	NA
cg25989745	NA	1	NA
cg25990363	1	NA	NA
cg25990571	1	NA	NA
cg25990920	NA	1	NA
cg25991631	1	NA	NA
cg25991761	1	NA	NA
cg25992219	NA	1	NA
cg25993111	1	NA	NA
cg25995724	1	NA	NA
cg25996001	NA	1	NA
cg25997023	1	NA	NA
cg25997988	NA	1	NA
cg25998181	1	1	NA
cg26000393	1	NA	NA
cg26000693	1	NA	NA
cg26001410	1	NA	NA
cg26002634	1	NA	NA
cg26003993	1	NA	NA
cg26005980	1	NA	NA
cg26006214	NA	1	NA
cg26007358	1	NA	NA
cg26007766	1	NA	NA
cg26008260	NA	1	NA
cg26008390	1	NA	NA
cg26009970	1	NA	NA
cg26011846	NA	1	NA
cg26013057	1	NA	NA
cg26014047	1	NA	NA
cg26015040	NA	1	NA
cg26015501	1	NA	NA
cg26017043	1	NA	NA
cg26017136	1	NA	NA
cg26017915	1	NA	NA
cg26018322	1	NA	NA
cg26019472	NA	1	NA
cg26021304	NA	1	NA
cg26022242	1	NA	NA
cg26022257	1	NA	NA
cg26023960	NA	1	NA
cg26025071	1	NA	NA
cg26027780	1	NA	NA
cg26028371	1	NA	NA
cg26028853	1	NA	NA
cg26029345	1	NA	NA
cg26032412	1	NA	NA
cg26032974	NA	1	NA
cg26033457	1	NA	NA
cg26034147	NA	1	NA
cg26034168	NA	1	NA
cg26035007	1	NA	NA
cg26035071	NA	1	NA
cg26037136	1	NA	NA
cg26038461	NA	1	NA
cg26038514	NA	1	NA
cg26039217	NA	1	NA
cg26040075	1	NA	NA
cg26040101	NA	1	NA
cg26040200	1	NA	NA
cg26041882	1	NA	NA
cg26043521	1	NA	NA
cg26043812	1	NA	NA
cg26044128	1	NA	NA
cg26046487	1	NA	NA
cg26047334	NA	1	NA
cg26047345	1	NA	NA
cg26047440	1	NA	NA
cg26047950	NA	1	NA
cg26048897	1	NA	NA
cg26050487	NA	1	NA
cg26051540	NA	1	NA
cg26051552	1	NA	NA
cg26051876	1	NA	NA
cg26051937	1	NA	NA
cg26053217	1	NA	NA
cg26053291	1	NA	NA
cg26053786	1	NA	NA
cg26054975	1	NA	NA
cg26055370	NA	1	NA
cg26055522	1	NA	NA
cg26057682	1	NA	NA
cg26059397	1	NA	NA
cg26061255	1	NA	NA
cg26062172	1	NA	NA
cg26063643	1	NA	NA
cg26067569	1	NA	NA
cg26068283	1	NA	NA
cg26068292	1	NA	NA
cg26069044	NA	1	NA
cg26069539	NA	1	NA
cg26069632	1	NA	NA
cg26070081	1	NA	NA
cg26071033	1	NA	NA
cg26071680	1	NA	NA
cg26074202	NA	1	NA
cg26074723	1	NA	NA
cg26075039	NA	1	NA
cg26075208	1	NA	NA
cg26075252	1	NA	NA
cg26075747	1	NA	NA
cg26076203	1	NA	NA
cg26076233	NA	1	NA
cg26076236	1	NA	NA
cg26076619	1	NA	NA
cg26077133	NA	1	NA
cg26077359	NA	1	NA
cg26078137	1	NA	NA
cg26080444	1	NA	NA
cg26080826	1	NA	NA
cg26082797	1	NA	NA
cg26085987	NA	1	NA
cg26087117	NA	1	NA
cg26087862	1	NA	NA
cg26088294	1	NA	NA
cg26088333	1	NA	NA
cg26089705	NA	1	NA
cg26089827	1	NA	NA
cg26089997	1	NA	NA
cg26090359	1	NA	NA
cg26090534	1	NA	NA
cg26090660	1	NA	NA
cg26091007	1	NA	NA
cg26091965	1	NA	NA
cg26092192	1	NA	NA
cg26093106	1	NA	NA
cg26096090	1	NA	NA
cg26098164	NA	1	NA
cg26099876	1	NA	NA
cg26101183	1	NA	NA
cg26101890	1	NA	NA
cg26102146	1	NA	NA
cg26103331	1	NA	NA
cg26105045	1	NA	NA
cg26105660	1	1	NA
cg26105731	1	NA	NA
cg26106118	1	NA	NA
cg26106803	1	NA	NA
cg26107028	1	NA	NA
cg26107275	1	NA	NA
cg26107538	1	NA	NA
cg26107850	1	NA	NA
cg26108836	1	NA	NA
cg26108973	1	NA	NA
cg26108999	1	NA	NA
cg26110572	1	NA	NA
cg26111152	1	NA	NA
cg26111157	1	NA	NA
cg26111913	1	NA	NA
cg26112390	1	NA	NA
cg26113925	1	NA	NA
cg26113972	1	NA	NA
cg26114378	1	NA	NA
cg26114595	1	NA	NA
cg26118367	NA	1	NA
cg26118675	1	NA	NA
cg26119806	NA	1	NA
